"model","S","N","lambda","alpha","iter","N_mean","N_sd","N_2.5","N_50","N_97.5","N_Rhat","N_n.eff","a_mean","a_sd","a_2.5","a_50","a_97.5","a_Rhat","a_n.eff","nbErrTot_mean","nbErrTot_sd","nbErrTot_2.5","nbErrTot_50","nbErrTot_97.5","nbErrTot_Rhat","nbErrTot_n.eff"
"LMM2",9,500,0.51,0.95,4,500.3351,6.20421087662485,489,500,513,1,5195,0.953447499457067,0.00489492449484275,0.943630726871443,0.953545172060862,0.962839215730304,1,12879,110.0059,5.46555201264613,99,110,120,1,5283
"LMM2",9,500,0.51,0.95,5,494.16595,6.55911287413052,482,494,508,1,5758,0.952089894604456,0.00510060450972624,0.941780225425576,0.952229270620078,0.961758213094808,1,13793,108.7761,5.70881759385567,97,109,119,1,5581
"LMM2",9,500,0.51,0.95,6,488.1884,6.4517971701175,476,488,502,1,4718,0.94196682007925,0.00546581428568403,0.930877037058217,0.942117397184946,0.952446583389562,1,13020,132.5415,5.67105684985521,121,133,143,1,4428
"LMM2",9,500,0.51,0.95,7,495.0774,6.29676835405156,484,495,508,1,5061,0.950308350916728,0.00509409551428206,0.939948909664167,0.950406992653984,0.959789802137044,1,13743,115.43365,5.55436226983001,104,116,126,1,4814
"LMM2",9,500,0.51,0.95,8,499.9827,6.29168339746992,488,500,513,1,5292,0.947021663038055,0.00511748012594065,0.936688144678422,0.947119265383019,0.956706895817214,1,13131,125.4685,5.5207546301737,114,126,136,1,5085
"LMM2",9,500,0.51,0.95,9,498.4086,6.92524685424279,486,498,513,1,4610,0.942797083410795,0.00552621545105991,0.93165537334841,0.942916521589015,0.953353465463663,1,12118,129.2913,6.02080200744391,117,130,140,1,4400
"LMM2",9,500,0.51,0.95,10,501.4745,6.19246857750236,490,501,514,1,5728,0.953548517899975,0.00485604462694385,0.943738731897874,0.953647650465537,0.962855029991262,1,13408,109.8499,5.4155458078406,99,110,120,1,5547
"Yoshi",5,500,0.11,0.8,1,231.325153331093,193.011333099041,75.4492203989847,177.115462422714,710.193225296134,1.05,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,2,146.968403190318,90.4922025891854,63.2389454438277,123.972344160829,364.053756191221,1.03,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,3,156.305883815253,127.00257066336,54.6762150601262,120.569951111037,491.931603346392,1.01,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,4,258.974993667446,250.163491058154,74.2028820197967,191.735838020027,833.645814534406,1.08,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,5,300.394341289827,364.094225302291,82.8693445011082,208.503144781623,1050.98720444488,1,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,6,227.295893356862,859.499972550875,41.8109927440253,113.084083825329,658.01012249937,1.29,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,7,139.151556891625,101.625869772449,60.8225609082593,117.219723551151,329.084106417938,1.2,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,8,254.355640188017,180.623053219793,84.4439057272654,201.927673573858,730.722275446942,1,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,9,410.223628137227,360.905103925686,108.645702736265,303.397132003544,1369.57384317246,1.07,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.8,10,53.3796894875033,34.7044924875469,23.0372535552975,43.4889389451701,144.504142384907,1.05,1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,1,401.002800692951,379.697192948783,123.806784011073,295.253410881814,1308.45549464145,1.08,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,2,140.494911664715,65.4479636578982,71.7341240986608,125.012612142159,302.015325045349,1.01,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,3,190.242817080475,137.039784005541,66.0086527195671,152.255862734154,551.090453339797,1.02,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,4,329.977769022358,474.844093812213,86.5887648118593,222.002271528303,1182.12459558791,1,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,5,281.011353268794,220.440841392279,89.1859543502181,214.299225317791,867.802358391879,1.05,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,6,304.620312513175,290.027073419274,76.5299108774888,215.173590767394,1070.41663557172,1,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,7,180.363743222804,100.17362084722,80.6817685596569,153.662911249758,448.859935208541,1.01,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,8,441.403730974885,429.262433398323,129.933203431325,331.89285165692,1374.82234875826,1.09,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,9,397.644679085364,319.132283783158,129.590511237476,304.551643126982,1271.06093766952,1.02,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.9,10,103.27805204486,90.2524812413753,36.785741517861,77.3540763586787,333.922855577049,1.03,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,1,410.011110800748,367.220857287723,126.614686440521,316.607301235208,1210.966437661,1,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,2,169.034256990243,70.103316415261,86.9674523301632,151.878471248367,348.375377108873,1.01,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,3,240.607915644498,180.171022421018,74.0858039639036,190.178229786112,713.657887190087,1.01,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,4,356.203922074752,314.31714540795,104.713228753369,260.403930942253,1238.00346263212,1,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,5,247.233441140222,148.324370789987,98.8402576667557,204.551140587579,648.015886719743,1.01,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,6,404.167433112651,437.066250255393,91.0189462026337,269.723180161905,1572.32035995602,1.03,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,7,174.076702377568,94.2330981625264,82.5450345593657,150.143285902831,415.24579954464,1.01,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,8,560.457349678692,488.569155062455,160.372168101023,413.337342626854,2004.00761621158,1.06,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,9,392.290704014995,259.826900413419,137.477506298426,322.693747853347,1064.76301087623,1.01,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.11,0.95,10,100.528836558468,58.6554972353006,44.6765072663317,84.9101289303066,248.000306749904,1.06,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,1,317.256140794818,83.3392492658469,203.069501668278,301.683555313213,520.677706735023,1.01,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,2,422.236718577919,117.622546985845,259.712325046135,400.469706090466,710.881300231986,1,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,3,522.952880856285,200.08672632797,277.798706525674,475.483588402012,1052.92112166635,1,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,4,422.25688679327,115.764073125525,262.850467648996,400.551132199285,694.711942011291,1.01,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,5,692.523807290137,225.720949753381,385.811187162973,651.031032839787,1243.59472062841,1.01,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,6,392.727087461745,111.462058139774,240.305988231565,369.985138670656,666.605270570823,1,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,7,315.115566605334,84.7313983690788,197.642469509812,298.776518721833,522.835153610831,1,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,8,490.925411419945,129.306771460152,312.303919472969,467.597343507435,822.909050956681,1.01,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,9,354.191719696715,100.002311452978,223.088238370626,335.632831908042,590.409524646012,1.01,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.8,10,390.946321796135,93.3409915360225,255.179860218959,374.313315634781,612.042027139069,1,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,1,374.050603810995,91.0621176807239,249.314196704934,358.021244242584,593.180133090516,1,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,2,376.431628998752,77.2291555386934,261.313160036003,364.778277533336,561.186841165975,1,1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,3,483.252932120561,140.251942861822,290.995640501326,458.50715259812,830.285461026025,1.01,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,4,471.58905835448,104.791429737398,315.23750322381,455.448484296801,716.240544948785,1.02,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,5,553.190933994654,122.201528614239,370.880968470874,535.108806233407,844.780774802115,1.01,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,6,415.530151298304,99.8433690975899,276.433997126948,397.581910840163,653.73467408268,1.01,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,7,354.652321493037,82.6242800663237,237.372971556953,340.19010077377,558.393143253115,1,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,8,452.033565065045,87.8258006751802,316.726385352676,440.264194591959,659.983388700261,1.01,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,9,416.118587123912,100.339751148356,270.928948896222,399.558406435994,655.173056963696,1.02,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.9,10,394.974705692183,83.0231277797243,272.483228163018,381.218600056075,594.064069299373,1.02,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,1,457.926908462412,95.3842742402568,313.705734523377,444.437130429237,687.17182606423,1.01,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,2,387.395005643033,68.4958388690492,282.187163938048,377.113995589422,546.024400175373,1,1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,3,584.027693249502,174.571394302531,357.974155662468,548.529147734087,1024.99882245622,1,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,4,440.265557663698,86.5452438504384,311.558290368212,427.681377768224,644.923651866022,1.01,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,5,476.985811284694,90.3866022016209,343.21496896616,461.600724901405,694.765033371407,1.01,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,6,396.420238027652,81.4470041066177,276.223437827283,383.036496348857,592.519220054152,1,979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,7,373.747646799166,77.8545359330777,257.807242716162,362.327942121698,557.707416687375,1,972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,8,425.338796760135,76.9303554807245,308.454231799769,413.994691099884,604.593486409456,1,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,9,484.744450844171,112.857346455846,318.50664124169,465.087191609078,754.123101113223,1,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.23,0.95,10,381.765161420109,73.4622263236915,269.999494262705,370.754793274741,553.835589252398,1,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,1,391.645355798563,49.4039599104892,313.724393798599,384.91432146368,506.717984110486,1,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,2,532.887010870712,86.9660403249694,397.68926512233,521.354051340469,731.734499820526,1,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,3,545.454291619794,90.0026082437159,402.958762666935,533.201944444922,754.485912787705,1.01,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,4,546.559732025719,77.9481794195498,422.392637887974,536.551024819374,728.89387719057,1,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,5,319.960459821748,26.4479024285877,275.532774814785,317.223199425992,379.638649784773,1.01,1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,6,382.63614453747,44.7497054410272,310.927129788426,376.953823621381,484.37717995204,1,1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,7,541.119788142756,71.4660910220104,426.133324469079,532.087691911036,707.022920888527,1,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,8,527.584971397167,76.2895322082065,405.210448877857,518.2289844809,701.018100588845,1,1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,9,464.414905517457,62.0743239779002,362.495251996323,457.928772828205,603.007861243357,1.01,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.8,10,539.665867615819,86.8289739152428,402.56997453078,528.495668318086,736.838894156188,1,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,1,430.691837861299,46.3446358694072,355.986182717137,425.202431701134,536.770484252457,1,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,2,554.05792135328,71.9257043995596,436.619699880595,546.190989786722,716.492419573585,1.01,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,3,497.721512666943,57.8175392649794,403.327652077285,491.380949753677,627.634066308587,1,1213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,4,549.280421928332,70.9714492528367,433.505806437553,541.542246893073,707.83610917201,1.01,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,5,360.198667876398,25.8089147926719,315.958591130897,358.340889933264,416.728553348318,1,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,6,449.122608428388,48.6897251456508,369.192802133436,444.087832554217,560.101189693284,1,1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,7,517.202529811752,55.3485898041511,426.259711566142,512.116954701739,638.11442729301,1,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,8,484.582276209958,51.8015163634056,401.525479485081,478.520175725669,602.221689549747,1,1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,9,477.191683881199,56.7628759637039,384.650069954415,470.55769803724,605.973327255853,1,1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.9,10,517.26951984548,68.3430087698338,407.521439944321,509.00376543589,678.364532768144,1.01,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,1,426.720844150952,40.6014359438183,358.373809267369,422.81029213764,516.839388880346,1,1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,2,534.931905818787,62.5838627918911,433.167536690767,528.353933628882,676.376620768682,1,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,3,539.760142830761,61.8134177406365,437.237547046522,534.345730465836,677.30382895165,1.01,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,4,574.129085683899,66.7093328682271,464.917089389776,567.942696767504,721.780329592804,1,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,5,384.661471468257,27.8570593657245,337.252787729506,382.41663514471,445.882646627826,1,1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,6,469.679253512513,47.3130191972876,392.143427427601,464.596234314238,575.921176335891,1,1259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,7,496.140788048118,46.4768427918059,417.053456762315,491.741870754335,598.816023826638,1,1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,8,454.837024417805,42.3207417481229,383.525115220925,450.676909675096,547.996587434757,1,1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,9,475.420022839053,48.8791423568505,394.033565321327,471.087273911106,584.502567499067,1.01,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.36,0.95,10,512.207164372252,60.2743781586879,413.767421757498,504.562692978997,645.739833672023,1,1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,1,500.661270730285,36.3210037937456,438.347261794477,497.047389784342,579.346751714991,1,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,2,506.308324626606,37.0450903118427,443.23966393858,503.096527872917,588.877652078628,1,1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,3,508.350490886602,41.2131787534634,438.38100030483,505.096880125028,598.133522384498,1,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,4,487.961787042896,35.7490121175207,425.867840520114,484.617932442612,566.787905052855,1,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,5,475.728471803278,32.105594111929,419.794514748588,473.280280056398,545.00272106601,1,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,6,472.16601101902,34.7078099182077,412.659826579375,469.095957828253,547.319725568682,1,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,7,482.78903874068,32.1241712526857,427.634374134078,480.100528437389,554.834503549052,1,1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,8,470.653249612968,29.3631649415674,420.156601479954,468.321652190132,535.441581810919,1,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,9,504.442403894905,39.8821503372042,435.176520616606,500.814436419737,591.903282687882,1,1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.8,10,547.756081531592,51.2129601811025,463.227417952062,542.380176877212,662.803881861553,1,1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,1,522.604389483167,32.9776594216657,464.706651139966,519.808639041467,594.392144622942,1,1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,2,532.668660700257,31.9401866663848,477.479539245487,530.338948614998,603.562725638492,1,1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,3,506.638614632743,30.4706883457967,454.308805739848,504.082014329718,573.063497393992,1,1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,4,491.301845749761,28.1516530485843,442.773418151473,489.374483678635,552.112436754407,1,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,5,483.658532141056,26.7534831840685,436.584003885025,481.792034188636,540.87658178113,1.01,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,6,467.779625498076,25.0722520252809,424.783047261395,465.344774537303,521.309826958732,1.01,1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,7,462.691552043527,22.7990322039443,423.079843321902,461.146945080348,512.236786107495,1,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,8,488.023217335849,25.8825632832844,442.289917236191,486.547143969446,542.927387931271,1,1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,9,483.087178714871,28.0279636879176,434.192570519366,480.914167293854,544.321122646468,1,1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.9,10,544.233368796733,37.7170144474365,478.925315485898,541.331754972833,625.738356587201,1.01,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,1,501.508866297091,26.9612490459114,453.918859408573,499.348850108626,559.618940620198,1,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,2,521.4944768981,27.0056725114288,475.372986167648,519.307672899459,579.555825447412,1,1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,3,503.91301041405,27.1345735851307,457.052813783189,501.957760817566,562.639759060722,1,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,4,505.827583516725,26.6723830447225,459.095533189876,503.810758193732,562.736549685681,1,1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,5,472.141132415204,22.6405975870167,432.088841004563,470.590982839826,520.500642604079,1,1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,6,450.197765560508,21.3123729751001,412.152619336212,448.811177139478,495.781704718899,1,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,7,453.199753808192,19.3402113444693,419.324890543534,451.847213688815,495.547817238624,1,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,8,495.844528412724,24.0455651853394,453.38404509784,494.023390629098,547.297062673646,1,1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,9,483.167923535953,25.5221640784872,438.74830257844,481.411165861563,538.682569199818,1,1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",5,500,0.51,0.95,10,526.526308562769,31.329541942421,472.37394622779,523.708089526846,595.136234102367,1.01,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,1,257.309387419378,97.5457093512366,135.62956891281,234.545426197438,514.870593714524,1.01,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,2,216.224229292062,67.9302410266469,127.48607386233,202.604341587296,389.980149075569,1,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,3,164.46461344513,57.4549701302536,93.9985453280177,151.631178099904,311.026345720818,1.01,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,4,343.333842646257,159.763110794335,165.480157762927,305.371989754144,744.857218487136,1.06,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
